time [s],Lmtc [m],STIM [ ],Fsee [N]
0.0,0.037,0.0,0.03391358536888736
0.0005,0.037,0.0,0.03391358536888736
0.001,0.037,0.0,0.03391358536888736
0.0015,0.037,0.0,0.03391358536888736
0.002,0.037,0.0,0.03391358536888909
0.0025,0.037,0.0,0.03391358536888909
0.003,0.037,0.0,0.03391358536888909
0.0035,0.037,0.0,0.03391358536888909
0.004,0.037,0.0,0.03391358536889081
0.0045000000000000005,0.037,0.0,0.03391358536889081
0.005,0.037,0.0,0.03391358536889081
0.0055,0.037,0.0,0.03391358536889081
0.006,0.037,0.0,0.03391358536889081
0.006500000000000001,0.037,0.0,0.03391358536889081
0.007,0.037,0.0,0.03391358536889254
0.0075,0.037,0.0,0.03391358536889254
0.008,0.037,0.0,0.033913585368894265
0.0085,0.037,0.0,0.033913585368894265
0.009000000000000001,0.037,0.0,0.033913585368894265
0.0095,0.037,0.0,0.033913585368894265
0.01,0.037,0.0,0.033913585368894265
0.0105,0.037,0.0,0.033913585368894265
0.011,0.037,0.0,0.033913585368894265
0.0115,0.037,0.0,0.033913585368894265
0.012,0.037,0.0,0.033913585368896
0.0125,0.037,0.0,0.033913585368896
0.013000000000000001,0.037,0.0,0.03391358536889772
0.0135,0.037,0.0,0.03391358536889772
0.014,0.037,0.0,0.03391358536889772
0.0145,0.037,0.0,0.03391358536889772
0.015,0.037,0.0,0.03391358536889772
0.0155,0.037,0.0,0.03391358536889772
0.016,0.037,0.0,0.03391358536889772
0.0165,0.037,0.0,0.03391358536889772
0.017,0.037,0.0,0.03391358536889945
0.0175,0.037,0.0,0.03391358536889945
0.018000000000000002,0.037,0.0,0.03391358536889945
0.0185,0.037,0.0,0.03391358536889945
0.019,0.037,0.0,0.03391358536889945
0.0195,0.037,0.0,0.03391358536889945
0.02,0.037,0.0,0.03391358536889945
0.0205,0.037,0.0,0.03391358536889945
0.021,0.037,0.0,0.03391358536889945
0.021500000000000002,0.037,0.0,0.03391358536889945
0.022,0.037,0.0,0.03391358536889945
0.0225,0.037,0.0,0.03391358536889945
0.023,0.037,0.0,0.03391358536889945
0.0235,0.037,0.0,0.03391358536889945
0.024,0.037,0.0,0.03391358536889945
0.0245,0.037,0.0,0.03391358536889945
0.025,0.037,0.0,0.03391358536889945
0.025500000000000002,0.037,0.0,0.03391358536889945
0.026000000000000002,0.037,0.0,0.03391358536889945
0.0265,0.037,0.0,0.03391358536889945
0.027,0.037,0.0,0.03391358536889945
0.0275,0.037,0.0,0.03391358536889945
0.028,0.037,0.0,0.03391358536889945
0.0285,0.037,0.0,0.03391358536889945
0.029,0.037,0.0,0.03391358536889945
0.029500000000000002,0.037,0.0,0.03391358536889945
0.03,0.037,0.0,0.03391358536889945
0.0305,0.037,0.0,0.03391358536889945
0.031,0.037,0.0,0.03391358536889945
0.0315,0.037,0.0,0.03391358536889945
0.032,0.037,0.0,0.03391358536889945
0.0325,0.037,0.0,0.03391358536889945
0.033,0.037,0.0,0.03391358536889945
0.0335,0.037,0.0,0.03391358536889945
0.034,0.037,0.0,0.03391358536889945
0.0345,0.037,0.0,0.03391358536889945
0.035,0.037,0.0,0.03391358536889945
0.035500000000000004,0.037,0.0,0.03391358536889945
0.036000000000000004,0.037,0.0,0.03391358536889945
0.0365,0.037,0.0,0.03391358536889945
0.037,0.037,0.0,0.03391358536889945
0.0375,0.037,0.0,0.03391358536889945
0.038,0.037,0.0,0.03391358536889945
0.0385,0.037,0.0,0.03391358536889945
0.039,0.037,0.0,0.03391358536889945
0.0395,0.037,0.0,0.03391358536889945
0.04,0.037,0.0,0.03391358536889945
0.0405,0.037,0.0,0.03391358536889945
0.041,0.037,0.0,0.03391358536889945
0.0415,0.037,0.0,0.03391358536889945
0.042,0.037,0.0,0.03391358536889945
0.0425,0.037,0.0,0.03391358536889945
0.043000000000000003,0.037,0.0,0.03391358536889945
0.043500000000000004,0.037,0.0,0.03391358536889945
0.044,0.037,0.0,0.03391358536889945
0.0445,0.037,0.0,0.03391358536889945
0.045,0.037,0.0,0.03391358536889945
0.0455,0.037,0.0,0.03391358536889945
0.046,0.037,0.0,0.03391358536889945
0.0465,0.037,0.0,0.03391358536889945
0.047,0.037,0.0,0.03391358536889945
0.0475,0.037,0.0,0.03391358536889945
0.048,0.037,0.0,0.03391358536889945
0.0485,0.037,0.0,0.03391358536889945
0.049,0.037,0.0,0.03391358536889945
0.0495,0.037,0.0,0.03391358536889945
0.05,0.037,0.0,0.03391358536889945
0.0505,0.037,0.0,0.03391358536889945
0.051000000000000004,0.037,0.0,0.03391358536889945
0.051500000000000004,0.037,0.0,0.03391358536889945
0.052000000000000005,0.037,0.0,0.03391358536889945
0.0525,0.037,0.0,0.03391358536889945
0.053,0.037,0.0,0.03391358536889945
0.0535,0.037,0.0,0.03391358536889945
